O*NET-SOC 2006 Code,O*NET-SOC 2006 Title,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title
47-2211.00,Sheet Metal Workers,47-2211.00,Sheet Metal Workers
47-2221.00,Structural Iron and Steel Workers,47-2221.00,Structural Iron and Steel Workers
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-3012.00,Helpers--Carpenters,47-3012.00,Helpers--Carpenters
47-3013.00,Helpers--Electricians,47-3013.00,Helpers--Electricians
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-3016.00,Helpers--Roofers,47-3016.00,Helpers--Roofers
47-3019.99,"Helpers, Construction Trades, All Other",47-3019.00,"Helpers, Construction Trades, All Other"
47-4011.00,Construction and Building Inspectors,47-4011.00,Construction and Building Inspectors
47-4021.00,Elevator Installers and Repairers,47-4021.00,Elevator Installers and Repairers
47-4031.00,Fence Erectors,47-4031.00,Fence Erectors
47-4041.00,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers
47-4051.00,Highway Maintenance Workers,47-4051.00,Highway Maintenance Workers
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
47-4091.00,Segmental Pavers,47-4091.00,Segmental Pavers
47-4099.99,"Construction and Related Workers, All Other",47-4099.00,"Construction and Related Workers, All Other"
47-5011.00,"Derrick Operators, Oil and Gas",47-5011.00,"Derrick Operators, Oil and Gas"
47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012.00,"Rotary Drill Operators, Oil and Gas"
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
47-5021.00,"Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas"
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041.00,Continuous Mining Machine Operators,47-5041.00,Continuous Mining Machine Operators
47-5042.00,Mine Cutting and Channeling Machine Operators,47-5042.00,Mine Cutting and Channeling Machine Operators
47-5049.99,"Mining Machine Operators, All Other",47-5049.00,"Mining Machine Operators, All Other"
47-5051.00,"Rock Splitters, Quarry",47-5051.00,"Rock Splitters, Quarry"
47-5061.00,"Roof Bolters, Mining",47-5061.00,"Roof Bolters, Mining"
47-5071.00,"Roustabouts, Oil and Gas",47-5071.00,"Roustabouts, Oil and Gas"
47-5081.00,Helpers--Extraction Workers,47-5081.00,Helpers--Extraction Workers
47-5099.99,"Extraction Workers, All Other",47-5099.00,"Extraction Workers, All Other"
49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers"
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
49-2021.00,Radio Mechanics,49-2021.00,Radio Mechanics
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
49-2091.00,Avionics Technicians,49-2091.00,Avionics Technicians
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
49-2098.00,Security and Fire Alarm Systems Installers,49-2098.00,Security and Fire Alarm Systems Installers
49-3011.00,Aircraft Mechanics and Service Technicians,49-3011.00,Aircraft Mechanics and Service Technicians
49-3021.00,Automotive Body and Related Repairers,49-3021.00,Automotive Body and Related Repairers
49-3022.00,Automotive Glass Installers and Repairers,49-3022.00,Automotive Glass Installers and Repairers
49-3023.00,Automotive Service Technicians and Mechanics,49-3023.00,Automotive Service Technicians and Mechanics
49-3023.01,Automotive Master Mechanics,49-3023.01,Automotive Master Mechanics
49-3023.02,Automotive Specialty Technicians,49-3023.02,Automotive Specialty Technicians
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041.00,Farm Equipment Mechanics,49-3041.00,Farm Equipment Mechanics
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
49-3043.00,Rail Car Repairers,49-3043.00,Rail Car Repairers
49-3051.00,Motorboat Mechanics,49-3051.00,Motorboat Mechanics
49-3052.00,Motorcycle Mechanics,49-3052.00,Motorcycle Mechanics
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
49-3091.00,Bicycle Repairers,49-3091.00,Bicycle Repairers
49-3092.00,Recreational Vehicle Service Technicians,49-3092.00,Recreational Vehicle Service Technicians
49-3093.00,Tire Repairers and Changers,49-3093.00,Tire Repairers and Changers
49-9011.00,Mechanical Door Repairers,49-9011.00,Mechanical Door Repairers
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9021.01,Heating and Air Conditioning Mechanics and Installers,49-9021.01,Heating and Air Conditioning Mechanics and Installers
49-9021.02,Refrigeration Mechanics and Installers,49-9021.02,Refrigeration Mechanics and Installers
49-9031.00,Home Appliance Repairers,49-9031.00,Home Appliance Repairers
49-9041.00,Industrial Machinery Mechanics,49-9041.00,Industrial Machinery Mechanics
49-9042.00,"Maintenance and Repair Workers, General",49-9042.00,"Maintenance and Repair Workers, General"
49-9043.00,"Maintenance Workers, Machinery",49-9043.00,"Maintenance Workers, Machinery"
49-9044.00,Millwrights,49-9044.00,Millwrights
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
49-9051.00,Electrical Power-Line Installers and Repairers,49-9051.00,Electrical Power-Line Installers and Repairers
49-9052.00,Telecommunications Line Installers and Repairers,49-9052.00,Telecommunications Line Installers and Repairers
49-9061.00,Camera and Photographic Equipment Repairers,49-9061.00,Camera and Photographic Equipment Repairers
49-9062.00,Medical Equipment Repairers,49-9062.00,Medical Equipment Repairers
49-9063.00,Musical Instrument Repairers and Tuners,49-9063.00,Musical Instrument Repairers and Tuners
49-9064.00,Watch Repairers,49-9064.00,Watch Repairers
49-9069.99,"Precision Instrument and Equipment Repairers, All Other",49-9069.00,"Precision Instrument and Equipment Repairers, All Other"
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092.00,Commercial Divers,49-9092.00,Commercial Divers
49-9093.00,"Fabric Menders, Except Garment",49-9093.00,"Fabric Menders, Except Garment"
49-9094.00,Locksmiths and Safe Repairers,49-9094.00,Locksmiths and Safe Repairers
49-9095.00,Manufactured Building and Mobile Home Installers,49-9095.00,Manufactured Building and Mobile Home Installers
49-9096.00,Riggers,49-9096.00,Riggers
49-9097.00,Signal and Track Switch Repairers,49-9097.00,Signal and Track Switch Repairers
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
49-9099.99,"Installation, Maintenance, and Repair Workers, All Other",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
51-1011.00,First-Line Supervisors/Managers of Production and Operating Workers,51-1011.00,First-Line Supervisors/Managers of Production and Operating Workers
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021.00,"Coil Winders, Tapers, and Finishers"
51-2022.00,Electrical and Electronic Equipment Assemblers,51-2022.00,Electrical and Electronic Equipment Assemblers
51-2023.00,Electromechanical Equipment Assemblers,51-2023.00,Electromechanical Equipment Assemblers
51-2031.00,Engine and Other Machine Assemblers,51-2031.00,Engine and Other Machine Assemblers
51-2041.00,Structural Metal Fabricators and Fitters,51-2041.00,Structural Metal Fabricators and Fitters
51-2091.00,Fiberglass Laminators and Fabricators,51-2091.00,Fiberglass Laminators and Fabricators
51-2092.00,Team Assemblers,51-2092.00,Team Assemblers
51-2093.00,"Timing Device Assemblers, Adjusters, and Calibrators",51-2093.00,"Timing Device Assemblers, Adjusters, and Calibrators"
51-2099.99,"Assemblers and Fabricators, All Other",51-2099.00,"Assemblers and Fabricators, All Other"
51-3011.00,Bakers,51-3011.00,Bakers
51-3021.00,Butchers and Meat Cutters,51-3021.00,Butchers and Meat Cutters
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
51-3023.00,Slaughterers and Meat Packers,51-3023.00,Slaughterers and Meat Packers
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092.00,Food Batchmakers,51-3092.00,Food Batchmakers
51-3093.00,Food Cooking Machine Operators and Tenders,51-3093.00,Food Cooking Machine Operators and Tenders
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
51-4012.00,Numerical Tool and Process Control Programmers,51-4012.00,Numerical Tool and Process Control Programmers
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041.00,Machinists,51-4041.00,Machinists
51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051.00,Metal-Refining Furnace Operators and Tenders
51-4052.00,"Pourers and Casters, Metal",51-4052.00,"Pourers and Casters, Metal"
51-4061.00,"Model Makers, Metal and Plastic",51-4061.00,"Model Makers, Metal and Plastic"
51-4062.00,"Patternmakers, Metal and Plastic",51-4062.00,"Patternmakers, Metal and Plastic"
51-4071.00,Foundry Mold and Coremakers,51-4071.00,Foundry Mold and Coremakers
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4111.00,Tool and Die Makers,51-4111.00,Tool and Die Makers
51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers"
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4121.06,"Welders, Cutters, and Welder Fitters"
51-4121.07,Solderers and Brazers,51-4121.07,Solderers and Brazers
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4192.00,"Lay-Out Workers, Metal and Plastic",51-4192.00,"Lay-Out Workers, Metal and Plastic"
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners"
51-4199.99,"Metal Workers and Plastic Workers, All Other",51-4199.00,"Metal Workers and Plastic Workers, All Other"
51-5011.00,Bindery Workers,51-5011.00,Bindery Workers
51-5012.00,Bookbinders,51-5012.00,Bookbinders
51-5021.00,Job Printers,51-5021.00,Job Printers
51-5022.00,Prepress Technicians and Workers,51-5022.00,Prepress Technicians and Workers
51-5023.00,Printing Machine Operators,51-5023.00,Printing Machine Operators
51-6011.00,Laundry and Dry-Cleaning Workers,51-6011.00,Laundry and Dry-Cleaning Workers
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021.00,"Pressers, Textile, Garment, and Related Materials"
51-6031.00,Sewing Machine Operators,51-6031.00,Sewing Machine Operators
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,Shoe and Leather Workers and Repairers
51-6042.00,Shoe Machine Operators and Tenders,51-6042.00,Shoe Machine Operators and Tenders
51-6051.00,"Sewers, Hand",51-6051.00,"Sewers, Hand"
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
51-6092.00,Fabric and Apparel Patternmakers,51-6092.00,Fabric and Apparel Patternmakers
51-6093.00,Upholsterers,51-6093.00,Upholsterers
51-6099.99,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
51-7011.00,Cabinetmakers and Bench Carpenters,51-7011.00,Cabinetmakers and Bench Carpenters
51-7021.00,Furniture Finishers,51-7021.00,Furniture Finishers
51-7031.00,"Model Makers, Wood",51-7031.00,"Model Makers, Wood"
51-7032.00,"Patternmakers, Wood",51-7032.00,"Patternmakers, Wood"
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-7099.99,"Woodworkers, All Other",51-7099.00,"Woodworkers, All Other"
51-8011.00,Nuclear Power Reactor Operators,51-8011.00,Nuclear Power Reactor Operators
51-8012.00,Power Distributors and Dispatchers,51-8012.00,Power Distributors and Dispatchers
51-8013.00,Power Plant Operators,51-8013.00,Power Plant Operators
51-8021.00,Stationary Engineers and Boiler Operators,51-8021.00,Stationary Engineers and Boiler Operators
51-8031.00,Water and Liquid Waste Treatment Plant and System Operators,51-8031.00,Water and Liquid Waste Treatment Plant and System Operators
51-8091.00,Chemical Plant and System Operators,51-8091.00,Chemical Plant and System Operators
51-8092.00,Gas Plant Operators,51-8092.00,Gas Plant Operators
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-8099.99,"Plant and System Operators, All Other",51-8099.00,"Plant and System Operators, All Other"
51-9011.00,Chemical Equipment Operators and Tenders,51-9011.00,Chemical Equipment Operators and Tenders
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022.00,"Grinding and Polishing Workers, Hand"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
51-9031.00,"Cutters and Trimmers, Hand",51-9031.00,"Cutters and Trimmers, Hand"
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers
51-9071.01,Jewelers,51-9071.01,Jewelers
51-9071.06,Gem and Diamond Workers,51-9071.06,Gem and Diamond Workers
51-9071.07,Precious Metal Workers,51-9071.07,Precious Metal Workers
51-9081.00,Dental Laboratory Technicians,51-9081.00,Dental Laboratory Technicians
51-9082.00,Medical Appliance Technicians,51-9082.00,Medical Appliance Technicians
51-9083.00,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-9122.00,"Painters, Transportation Equipment",51-9122.00,"Painters, Transportation Equipment"
51-9123.00,"Painting, Coating, and Decorating Workers",51-9123.00,"Painting, Coating, and Decorating Workers"
51-9131.00,Photographic Process Workers,51-9131.00,Photographic Process Workers
51-9132.00,Photographic Processing Machine Operators,51-9132.00,Photographic Processing Machine Operators
51-9141.00,Semiconductor Processors,51-9141.00,Semiconductor Processors
51-9191.00,Cementing and Gluing Machine Operators and Tenders,51-9191.00,Cementing and Gluing Machine Operators and Tenders
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
51-9194.00,Etchers and Engravers,51-9194.00,Etchers and Engravers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195.03,"Stone Cutters and Carvers, Manufacturing"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
51-9195.05,"Potters, Manufacturing",51-9195.05,"Potters, Manufacturing"
51-9195.07,Molding and Casting Workers,51-9195.07,Molding and Casting Workers
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
51-9197.00,Tire Builders,51-9197.00,Tire Builders
51-9198.00,Helpers--Production Workers,51-9198.00,Helpers--Production Workers
51-9199.99,"Production Workers, All Other",51-9199.00,"Production Workers, All Other"
53-1011.00,Aircraft Cargo Handling Supervisors,53-1011.00,Aircraft Cargo Handling Supervisors
53-1021.00,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",53-1021.00,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand"
53-1031.00,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,53-1031.00,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
53-2012.00,Commercial Pilots,53-2012.00,Commercial Pilots
53-2021.00,Air Traffic Controllers,53-2021.00,Air Traffic Controllers
53-2022.00,Airfield Operations Specialists,53-2022.00,Airfield Operations Specialists
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3021.00,"Bus Drivers, Transit and Intercity",53-3021.00,"Bus Drivers, Transit and Intercity"
53-3022.00,"Bus Drivers, School",53-3022.00,"Bus Drivers, School"
53-3031.00,Driver/Sales Workers,53-3031.00,Driver/Sales Workers
53-3032.00,"Truck Drivers, Heavy and Tractor-Trailer",53-3032.00,"Truck Drivers, Heavy and Tractor-Trailer"
53-3033.00,"Truck Drivers, Light or Delivery Services",53-3033.00,"Truck Drivers, Light or Delivery Services"
53-3041.00,Taxi Drivers and Chauffeurs,53-3041.00,Taxi Drivers and Chauffeurs
53-3099.99,"Motor Vehicle Operators, All Other",53-3099.00,"Motor Vehicle Operators, All Other"
53-4011.00,Locomotive Engineers,53-4011.00,Locomotive Engineers
53-4012.00,Locomotive Firers,53-4012.00,Locomotive Firers
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
53-4021.00,"Railroad Brake, Signal, and Switch Operators",53-4021.00,"Railroad Brake, Signal, and Switch Operators"
53-4031.00,Railroad Conductors and Yardmasters,53-4031.00,Railroad Conductors and Yardmasters
53-4041.00,Subway and Streetcar Operators,53-4041.00,Subway and Streetcar Operators
53-4099.99,"Rail Transportation Workers, All Other",53-4099.00,"Rail Transportation Workers, All Other"
53-5011.00,Sailors and Marine Oilers,53-5011.00,Sailors and Marine Oilers
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
53-5021.01,Ship and Boat Captains,53-5021.01,Ship and Boat Captains
53-5021.02,"Mates- Ship, Boat, and Barge",53-5021.02,"Mates- Ship, Boat, and Barge"
53-5021.03,"Pilots, Ship",53-5021.03,"Pilots, Ship"
53-5022.00,Motorboat Operators,53-5022.00,Motorboat Operators
53-5031.00,Ship Engineers,53-5031.00,Ship Engineers
53-6011.00,Bridge and Lock Tenders,53-6011.00,Bridge and Lock Tenders
53-6021.00,Parking Lot Attendants,53-6021.00,Parking Lot Attendants
53-6031.00,Service Station Attendants,53-6031.00,Service Station Attendants
53-6041.00,Traffic Technicians,53-6041.00,Traffic Technicians
53-6051.00,Transportation Inspectors,53-6051.00,Transportation Inspectors
53-6051.01,Aviation Inspectors,53-6051.01,Aviation Inspectors
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
53-6051.08,Freight and Cargo Inspectors,53-6051.08,Freight and Cargo Inspectors
53-6099.99,"Transportation Workers, All Other",53-6099.00,"Transportation Workers, All Other"
53-7011.00,Conveyor Operators and Tenders,53-7011.00,Conveyor Operators and Tenders
53-7021.00,Crane and Tower Operators,53-7021.00,Crane and Tower Operators
53-7031.00,Dredge Operators,53-7031.00,Dredge Operators
53-7032.00,Excavating and Loading Machine and Dragline Operators,53-7032.00,Excavating and Loading Machine and Dragline Operators
53-7033.00,"Loading Machine Operators, Underground Mining",53-7033.00,"Loading Machine Operators, Underground Mining"
53-7041.00,Hoist and Winch Operators,53-7041.00,Hoist and Winch Operators
53-7051.00,Industrial Truck and Tractor Operators,53-7051.00,Industrial Truck and Tractor Operators
53-7061.00,Cleaners of Vehicles and Equipment,53-7061.00,Cleaners of Vehicles and Equipment
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
53-7063.00,Machine Feeders and Offbearers,53-7063.00,Machine Feeders and Offbearers
53-7064.00,"Packers and Packagers, Hand",53-7064.00,"Packers and Packagers, Hand"
53-7071.00,Gas Compressor and Gas Pumping Station Operators,53-7071.00,Gas Compressor and Gas Pumping Station Operators
53-7072.00,"Pump Operators, Except Wellhead Pumpers",53-7072.00,"Pump Operators, Except Wellhead Pumpers"
53-7073.00,Wellhead Pumpers,53-7073.00,Wellhead Pumpers
53-7081.00,Refuse and Recyclable Material Collectors,53-7081.00,Refuse and Recyclable Material Collectors
53-7111.00,Shuttle Car Operators,53-7111.00,Shuttle Car Operators
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7121.00,"Tank Car, Truck, and Ship Loaders"
53-7199.99,"Material Moving Workers, All Other",53-7199.00,"Material Moving Workers, All Other"
55-1011.00,Air Crew Officers,55-1011.00,Air Crew Officers
55-1012.00,Aircraft Launch and Recovery Officers,55-1012.00,Aircraft Launch and Recovery Officers
55-1013.00,Armored Assault Vehicle Officers,55-1013.00,Armored Assault Vehicle Officers
55-1014.00,Artillery and Missile Officers,55-1014.00,Artillery and Missile Officers
55-1015.00,Command and Control Center Officers,55-1015.00,Command and Control Center Officers
55-1016.00,Infantry Officers,55-1016.00,Infantry Officers
55-1017.00,Special Forces Officers,55-1017.00,Special Forces Officers
55-1019.99,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",55-1019.00,"Military Officer Special and Tactical Operations Leaders/Managers, All Other"
55-2011.00,First-Line Supervisors/Managers of Air Crew Members,55-2011.00,First-Line Supervisors/Managers of Air Crew Members
55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members
55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists
55-3011.00,Air Crew Members,55-3011.00,Air Crew Members
